company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Tuấn Hiệp,4 (1262),Limousine 22 phòng đôi,02:10,• Ngã 4 An Sương,,04:20,• Mỹ Xuân QL 51,2h10m,350.000,Từ 330.000đ,-6%,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Hồng Sơn (Phú Yên),4.2 (1512),Limousine giường nằm 34 chỗ,17:40,• Ngã 4 Bình Phước,,20:41,• Bến xe khách huyện Xuyên Mộc,3h1m,290.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,10:00,• Văn phòng Quận 1,,12:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,13:30,• Văn phòng Quận 1,,15:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,14:30,• Văn phòng Quận 1,,16:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Hoa Mai,4.4 (4314),Ghế ngồi 16 chỗ,12:00,• Văn phòng Quận 1,,13:55,• Bến xe Bà Rịa,1h55m,150.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Anh Quốc Limousine,4.8 (3548),Limousine 9 chỗ,14:00,• Sân Bay Tân Sơn Nhất,,16:30,• Văn Phòng Vũng Tàu,2h30m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Hoa Mai,4.4 (4314),Limousine 9 chỗ,07:00,• Văn phòng quận 5,,09:20,• Nội thành Vũng Tàu,2h20m,200.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Anh Quốc Limousine,4.8 (3548),Limousine 9 chỗ,17:10,• Văn Phòng Nguyễn Văn Trỗi,,19:30,• Văn Phòng Vũng Tàu,2h20m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Hoa Mai,4.4 (4314),Limousine 9 chỗ,15:00,• Văn phòng quận 1,,16:55,• Văn phòng Hoa Mai Vũng Tàu,1h55m,200.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Huy Hoàng,4.4 (2755),Limousine 9 chỗ,18:30,• Văn phòng Quận 1,,20:20,• Văn Phòng Bà Rịa,1h50m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Huy Hoàng,4.4 (2755),Limousine 9 chỗ,18:00,• Văn phòng Quận 1,,20:20,• Văn Phòng Vũng Tàu,2h20m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Toàn Thắng - Vũng Tàu,4.6 (453),Ghế ngồi 19 chỗ,15:30,• Sân bay Tân Sơn Nhất,,18:30,• Vũng Tàu,3h,200.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.6,4.6,4.6,4.6,4.5,4.5,4.9
Bến Thành Travel,4.6 (594),Limousine 9 chỗ,08:00,• Văn Phòng Sài Gòn,,10:00,• Văn Phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Bến Thành Travel,4.6 (594),Limousine 9 chỗ,07:00,• Văn Phòng Sài Gòn,,09:00,• Văn Phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.5,4.6,4.5,4.8
Huy Hoàng,4.4 (2755),Limousine 9 chỗ,19:00,• Văn phòng Quận 1,,21:20,• Văn Phòng Vũng Tàu,2h20m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.4,4.4,4.5,4.4,4.3,4.3,4.6
Bến Thành Travel,4.6 (594),Limousine 9 chỗ,14:00,• Văn Phòng Sài Gòn,,16:00,• Văn Phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.5,4.6,4.5,4.8
Toàn Thắng - Vũng Tàu,4.6 (453),Limousine 9 chỗ,11:00,• Sân bay Tân Sơn Nhất,,14:00,• Vũng Tàu,3h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.6,4.6,4.6,4.6,4.5,4.5,4.9
Toàn Thắng - Vũng Tàu,4.6 (453),Limousine 9 chỗ,04:00,• Sân bay Tân Sơn Nhất,,07:00,• Vũng Tàu,3h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.6,4.6,4.6,4.6,4.5,4.5,4.9
Thanh Phong (Xuyên Mộc),5 (30),Ghế ngồi 16 chỗ,04:45,• Văn phòng Bình Thạnh,,08:15,• Xuyên Mộc,3h30m,120.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,11:00,• Văn phòng Quận 1,,13:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,10:30,• Văn phòng Quận 1,,12:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,11:30,• Văn phòng Quận 1,,13:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Anh Quốc Limousine,4.8 (3548),Limousine 9 chỗ,15:00,• Sân Bay Tân Sơn Nhất,,17:30,• Văn Phòng Vũng Tàu,2h30m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3548),Limousine 9 chỗ,11:00,• Sân Bay Tân Sơn Nhất,,13:30,• Văn Phòng Vũng Tàu,2h30m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Hoa Mai,4.4 (4314),Ghế ngồi 16 chỗ,12:00,• Văn phòng Quận 1,,14:25,• Văn phòng Hoa Mai Vũng Tàu,2h25m,150.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Hoa Mai,4.4 (4314),Ghế ngồi 16 chỗ,18:30,• Bến xe Miền Tây,,20:55,• Văn phòng Hoa Mai Vũng Tàu,2h25m,150.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.5,4.5,4.5,4.4,4.4,4.3,4.7
Hoa Mai,4.4 (4314),Limousine 9 chỗ,12:00,• Văn phòng Quận 5,,14:20,• Nội thành Vũng Tàu,2h20m,200.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Bến Thành Travel,4.6 (594),Limousine 9 chỗ,10:00,• Văn Phòng Sài Gòn,,12:00,• Văn Phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.5,4.6,4.5,4.8
Bến Thành Travel,4.6 (594),Limousine 9 chỗ,05:00,• Văn Phòng Sài Gòn,,07:00,• Văn Phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.5,4.6,4.5,4.8
Huy Hoàng,4.4 (2755),Limousine 9 chỗ,15:30,• Văn phòng Quận 1,,17:50,• Văn Phòng Vũng Tàu,2h20m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.4,4.4,4.5,4.4,4.3,4.3,4.6
Bến Thành Travel,4.6 (594),Limousine 9 chỗ,09:30,• Văn Phòng Sài Gòn,,11:30,• Văn Phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Huy Hoàng,4.4 (2755),Limousine 9 chỗ,21:00,• Văn phòng Quận 1,,23:20,• Văn Phòng Vũng Tàu,2h20m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.4,4.4,4.5,4.4,4.3,4.3,4.6
Huy Hoàng,4.4 (2755),Limousine 9 chỗ,06:05,• Văn phòng Nguyễn Văn Trỗi,,08:45,• Văn Phòng Vũng Tàu,2h40m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.4,4.4,4.5,4.4,4.3,4.3,4.6
Toàn Thắng - Vũng Tàu,4.6 (453),Limousine 9 chỗ,07:30,• Tân Bình,,10:15,• Vũng Tàu,2h45m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.6,4.6,4.6,4.6,4.5,4.5,4.9
Toàn Thắng - Vũng Tàu,4.6 (453),Limousine 9 chỗ,04:00,• Tân Bình,,06:45,• Vũng Tàu,2h45m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Toàn Thắng - Vũng Tàu,4.6 (453),Ghế ngồi 19 chỗ,20:30,• Tân Bình,,23:15,• Vũng Tàu,2h45m,200.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.6,4.6,4.6,4.6,4.5,4.5,4.9
Thanh Phong (Xuyên Mộc),5 (30),Ghế ngồi 34 chỗ,05:45,• Văn phòng Bình Thạnh,,08:30,• Coop Mart Bà Rịa,2h45m,120.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,5.0,5.0,5.0,4.9,4.9,4.9,5.0
Thanh Phong (Xuyên Mộc),5 (30),Ghế ngồi 34 chỗ,05:45,• Văn phòng Bình Thạnh,,09:15,• Xuyên Mộc,3h30m,120.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Thành Vinh (Vũng Tàu),4.3 (289),Limousine 9 chỗ,13:40,• VP Sài Gòn,,16:00,• VP Vũng Tàu,2h20m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.2,4.2,4.2,4.2,4.0,4.0,3.7
Thành Vinh (Vũng Tàu),4.3 (289),Limousine 9 chỗ,19:10,• VP Sài Gòn,,21:30,• VP Vũng Tàu,2h20m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Thành Vinh (Vũng Tàu),4.3 (289),Limousine 9 chỗ,09:10,• VP Sài Gòn,,11:30,• VP Vũng Tàu,2h20m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Xe Nhà Mình 72,5 (27),Xe điện 7 chỗ BYD,14:15,• Thủ Đức,,19:00,• Hồ Tràm - Láng Dài,4h45m,200.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,5.0,5.0,5.0,4.9,5.0,4.9
Xe Nhà Mình 72,5 (27),Xe điện 7 chỗ BYD,12:00,• Nội Thành TP.HCM,,17:00,• Hồ Tràm - Láng Dài,5h,200.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,5.0,5.0,5.0,4.9,5.0,4.9
Xe Nhà Mình 72,5 (27),Xe điện 7 chỗ BYD,11:00,• Nội Thành TP.HCM,,15:00,• Vũng Tàu,4h,180.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,5.0,5.0,5.0,4.9,5.0,4.9
Ba Đời,4.1 (23),Ghế ngồi 16 chỗ,05:10,• An Sương,,07:40,• Bến Xe Bà Rịa,2h30m,140.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Ba Đời,4.1 (23),Ghế ngồi 16 chỗ,04:50,• Củ Chi,,07:40,• Bến Xe Bà Rịa,2h50m,220.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.3,4.1,4.3,4.3,4.0,4.2,3.5
Ba Đời,4.1 (23),Ghế ngồi 16 chỗ,04:50,• Củ Chi,,08:05,• Bến Xe Vũng Tàu,3h15m,220.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Tuấn Hiệp,4 (1262),Limousine 22 phòng đôi,02:10,• Ngã 4 An Sương,,05:20,• Bến xe Vũng Tàu,3h10m,350.000,Từ 330.000đ,-6%,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.1,3.9,4.0,3.9,3.8,3.7,4.2
Tuấn Hiệp,4 (1262),Limousine 22 phòng đôi,02:10,• Ngã 4 An Sương,,04:50,• Trung Tâm Thương Mại Bà Rịa,2h40m,350.000,Từ 330.000đ,-6%,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.1,3.9,4.0,3.9,3.8,3.7,4.2
Hồng Sơn (Phú Yên),4.2 (1512),Limousine giường nằm 34 chỗ,17:10,• Cầu vượt An Sương,,20:26,• Nhà lưu niệm Võ Thị Sáu,3h16m,290.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.5,4.3,4.4,4.2,4.4,4.2,4.4
Hồng Sơn (Phú Yên),4.2 (1512),Limousine giường nằm 34 chỗ,17:10,• Cầu vượt An Sương,,19:50,• Chợ Mỹ Xuân,2h40m,290.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.5,4.3,4.4,4.2,4.4,4.2,4.4
Hồng Sơn (Phú Yên),4.2 (1512),Limousine giường nằm 34 chỗ,17:10,• Cầu vượt An Sương,,20:41,• Bến xe khách huyện Xuyên Mộc,3h31m,290.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.5,4.3,4.4,4.2,4.4,4.2,4.4
Vie Limousine,4.6 (4755),Limousine 9 chỗ,20:30,• Văn phòng Quận 1,,22:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,08:30,• Văn phòng Quận 1,,10:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,05:00,• Văn phòng Quận 1,,07:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Anh Quốc Limousine,4.8 (3548),Limousine 9 chỗ,20:00,• Sân Bay Tân Sơn Nhất,,22:30,• Văn Phòng Vũng Tàu,2h30m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3548),Limousine 9 chỗ,13:00,• Sân Bay Tân Sơn Nhất,,15:30,• Văn Phòng Vũng Tàu,2h30m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Anh Quốc Limousine,4.8 (3548),Limousine 9 chỗ,19:00,• Sân Bay Tân Sơn Nhất,,21:10,• Ngã 3 Lò Vôi,2h10m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,13:00,• Văn phòng Quận 1,,15:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,07:30,• Văn phòng Quận 1,,09:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,16:00,• Văn phòng Quận 1,,18:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,15:00,• Văn phòng Quận 1,,17:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,14:00,• Văn phòng Quận 1,,16:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,18:30,• Văn phòng Quận 1,,20:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,20:00,• Văn phòng Quận 1,,22:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,12:30,• Văn phòng Quận 1,,14:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,17:30,• Văn phòng Quận 1,,19:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,09:00,• Văn phòng Quận 1,,11:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,18:00,• Văn phòng Quận 1,,20:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,07:00,• Văn phòng Quận 1,,09:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,15:30,• Văn phòng Quận 1,,17:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,08:00,• Văn phòng Quận 1,,10:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,16:30,• Văn phòng Quận 1,,18:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,05:30,• Văn phòng Quận 1,,07:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,11:00,• Văn phòng Quận 1,,13:30,• Hồ Tràm,2h30m,320.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,09:30,• Văn phòng Quận 1,,11:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,,,,,,,
Vie Limousine,4.6 (4755),Limousine 9 chỗ,19:30,• Văn phòng Quận 1,,21:30,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,19:00,• Văn phòng Quận 1,,21:00,• Văn phòng Vũng Tàu,2h,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4755),Limousine 9 chỗ,06:40,• Hàng Xanh Khu Du Lịch Văn Thánh,,09:00,• Văn phòng Vũng Tàu,2h20m,210.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.7,4.7,4.7,4.8
Anh Quốc Limousine,4.8 (3548),Limousine 9 chỗ,11:10,• Văn Phòng Nguyễn Văn Trỗi,,13:30,• Văn Phòng Vũng Tàu,2h20m,190.000,,,"T7, 01/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
